"","isbn","year","isbndb","category"
"0385421982","0385421982",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385421982","Fiction"
"0875421180","0875421180",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0875421180","Body, Mind & Spirit"
"038072975X","038072975X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:038072975X","Fiction"
"014006690X","014006690X",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:014006690X","Fiction"
"0451185560","0451185560",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451185560",NA
"0553250531","0553250531",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553250531","Fiction"
"0553148001","0553148001",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553148001","American fiction"
"0440213525","0440213525",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440213525","Marshall Islands"
"0451188462","0451188462",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451188462","Fiction"
"0441135560","0441135560",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441135560","Fiction"
"0439136350","0439136350",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0439136350","Juvenile Fiction"
"0671028367","0671028367",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671028367","Fiction"
"0440111811","0440111811",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440111811","Fiction"
"0064400557","0064400557",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0064400557","Juvenile Fiction"
"345305136X","345305136X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:345305136X","American fiction"
"0553568728","0553568728",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553568728","Fiction"
"0553297988","0553297988",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553297988","Fiction"
"0884046818","0884046818",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0884046818","Fiction"
"0679448594","0679448594",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679448594","Fiction"
"0671867172","0671867172",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671867172","Fiction"
"0061030635","0061030635",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061030635","Fiction"
"0446613436","0446613436",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446613436",NA
"0449006530","0449006530",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449006530","Fiction"
"006109157X","006109157X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:006109157X",NA
"0440221315","0440221315",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440221315","Fiction"
"0553576011","0553576011",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553576011","Fiction"
"0446527785","0446527785",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446527785","Fiction"
"185326041X","185326041X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:185326041X","Fiction"
"0312272057","0312272057",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312272057","Biography & Autobiography"
"0142003190","0142003190",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0142003190","Fiction"
"0613329740","0613329740",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0613329740",NA
"0836204387","0836204387",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0836204387","Humor"
"0064407055","0064407055",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0064407055","Juvenile Fiction"
"0553262505","0553262505",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553262505","Fiction"
"0689710879","0689710879",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0689710879",NA
"0441068804","0441068804",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441068804","Fiction"
"0316096199","0316096199",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316096199","Biography & Autobiography"
"1551669307","1551669307",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1551669307",NA
"0609807919","0609807919",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0609807919","Fiction"
"0060532149","0060532149",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060532149","Fiction"
"081296683X","081296683X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:081296683X","Fiction"
"0375713751","0375713751",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375713751","Fiction"
"0446526479","0446526479",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446526479","Fiction"
"0842343253","0842343253",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0842343253","Juvenile Fiction"
"0440224845","0440224845",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440224845","Fiction"
"0671864173","0671864173",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671864173","Fiction"
"0373079613","0373079613",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373079613","Fiction"
"0440200989","0440200989",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440200989","Fiction"
"0671568175","0671568175",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671568175","Fiction"
"0449221504","0449221504",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449221504","Fiction"
"0446607193","0446607193",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446607193","Fiction"
"0671705091","0671705091",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671705091","Fiction"
"0373484003","0373484003",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373484003","Fiction"
"0451198506","0451198506",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451198506","Fiction"
"0440223237","0440223237",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440223237","Fiction"
"1558747109","1558747109",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1558747109","Pets"
"0786884142","0786884142",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0786884142","Biography & Autobiography"
"0767905385","0767905385",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0767905385","True Crime"
"0671793551","0671793551",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671793551","Literary Criticism"
"0440211263","0440211263",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440211263","Fiction"
"0553260111","0553260111",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553260111","Fiction"
"0380775840","0380775840",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380775840","Fiction"
"0394900014","0394900014",1950,"https://www.googleapis.com/books/v1/volumes?q=isbn:0394900014","Nonsense verses"
"0553575007","0553575007",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553575007","Fiction"
"0553563343","0553563343",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553563343","Fiction"
"0767900383","0767900383",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0767900383","Travel"
"0380804697","0380804697",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380804697",NA
"0425178951","0425178951",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425178951","Fiction"
"0684865742","0684865742",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0684865742",NA
"0380772469","0380772469",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380772469","Courts and courtiers"
"0380899361","0380899361",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380899361",NA
"0671728571","0671728571",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671728571","Fiction"
"0671034006","0671034006",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671034006","Fiction"
"0425116840","0425116840",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425116840","Fiction"
"0380817152","0380817152",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380817152","Fiction"
"0425191184","0425191184",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425191184","Fiction"
"0836218221","0836218221",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0836218221","Humor"
"067988288X","067988288X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:067988288X",NA
"0590224735","0590224735",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0590224735","Juvenile Fiction"
"0671016792","0671016792",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671016792","Ice skaters."
"0452278902","0452278902",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0452278902",NA
"074343627X","074343627X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:074343627X","Fiction"
"039914465X","039914465X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:039914465X","Fiction"
"1558747699","1558747699",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1558747699","Religion"
"067102423X","067102423X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:067102423X","Fiction"
"0345334531","0345334531",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345334531","Fiction"
"0316316962","0316316962",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316316962","Psychology"
"0399143947","0399143947",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0399143947","Fiction"
"0440237262","0440237262",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440237262","Fiction"
"014004387X","014004387X",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:014004387X","Fiction"
"0486264785","0486264785",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0486264785","Drama"
"0060809833","0060809833",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060809833","Collectivism"
"0156711427","0156711427",1960,"https://www.googleapis.com/books/v1/volumes?q=isbn:0156711427","Fiction"
"0345390458","0345390458",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345390458","Fiction"
"0425090787","0425090787",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425090787",NA
"0553268880","0553268880",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553268880","Fiction"
"0446521582","0446521582",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446521582",NA
"0316666009","0316666009",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316666009","Fiction"
"0345391810","0345391810",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345391810","Fiction"
"0671516922","0671516922",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671516922","Fiction"
"0440216540","0440216540",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440216540","Fiction"
"0449209598","0449209598",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449209598","Fiction"
"0140431357","0140431357",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140431357",NA
"0446611867","0446611867",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446611867",NA
"0385336179","0385336179",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385336179","Fiction"
"060980619X","060980619X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:060980619X","Humor"
"0373483880","0373483880",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373483880","Fiction"
"0061042005","0061042005",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061042005","Fiction"
"0553582755","0553582755",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553582755",NA
"0452268060","0452268060",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0452268060","Fiction"
"0671759213","0671759213",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671759213","Fiction"
"044651652X","044651652X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:044651652X","Fiction"
"0312050631","0312050631",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312050631","Biography & Autobiography"
"0142002267","0142002267",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0142002267","Biography & Autobiography"
"0380720132","0380720132",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380720132","Juvenile Fiction"
"0842329277","0842329277",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0842329277","Fiction"
"0440439884","0440439884",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440439884",NA
"059030271X","059030271X",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:059030271X","Juvenile Fiction"
"0345339738","0345339738",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345339738",NA
"084234327X","084234327X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:084234327X","Christian fiction"
"0446679593","0446679593",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446679593",NA
"0679441557","0679441557",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679441557","Fiction"
"0886774268","0886774268",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0886774268",NA
"0886773520","0886773520",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0886773520","Fiction"
"0886774012","0886774012",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0886774012",NA
"0679417796","0679417796",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679417796",NA
"1573225517","1573225517",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1573225517","Fiction"
"1550548913","1550548913",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1550548913","History"
"0380973650","0380973650",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380973650","Fiction"
"0316346624","0316346624",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316346624",NA
"0802130208","0802130208",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0802130208","Fiction"
"0842373195","0842373195",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0842373195","Biography & Autobiography"
"0156628708","0156628708",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0156628708","Fiction"
"0440208459","0440208459",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440208459","Fiction"
"0449208672","0449208672",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449208672",NA
"0380725835","0380725835",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380725835","Fiction"
"0060199652","0060199652",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060199652","Fiction"
"034541389X","034541389X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:034541389X","Fiction"
"0316284955","0316284955",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316284955",NA
"0345412214","0345412214",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345412214","Fiction"
"0451147367","0451147367",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451147367","Horror tales"
"0375501371","0375501371",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375501371","Fiction"
"0312283709","0312283709",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312283709","Biography & Autobiography"
"0060987529","0060987529",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060987529","Fiction"
"0312953615","0312953615",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312953615","Fiction"
"0671567829","0671567829",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671567829","Fiction"
"0670820555","0670820555",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0670820555","Espionage"
"0375703764","0375703764",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375703764","Fiction"
"0446523321","0446523321",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446523321","Fiction"
"0441004164","0441004164",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441004164","Juvenile Fiction"
"0553277472","0553277472",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553277472","Philosophy"
"068487217X","068487217X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:068487217X","Biography & Autobiography"
"1573228281","1573228281",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1573228281","Fiction"
"0446608262","0446608262",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446608262","Fiction"
"0440214432","0440214432",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440214432","Fiction"
"0380804557","0380804557",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380804557","Fiction"
"0099245027","0099245027",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0099245027","Fiction"
"0553560247","0553560247",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553560247","Fiction"
"950491036X","950491036X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:950491036X",NA
"0064408639","0064408639",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0064408639","Juvenile Fiction"
"0553295772","0553295772",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553295772","Fiction"
"0812575717","0812575717",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812575717","Fiction"
"0743439775","0743439775",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743439775","Fiction"
"0449219410","0449219410",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449219410",NA
"0446609781","0446609781",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446609781",NA
"0679454446","0679454446",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679454446","Fiction"
"051512608X","051512608X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:051512608X","Fiction"
"0451124383","0451124383",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451124383","Fiction"
"0312978332","0312978332",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312978332","Fiction"
"0451408888","0451408888",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451408888","Fiction"
"0671524968","0671524968",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671524968","Fiction"
"0060008776","0060008776",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060008776","Fiction"
"0553574671","0553574671",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553574671","Fiction"
"0385334729","0385334729",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385334729","Fiction"
"067088300X","067088300X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:067088300X","Fiction"
"0786869216","0786869216",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0786869216","Fiction"
"0943233437","0943233437",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0943233437","Kindness"
"0375727345","0375727345",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375727345","Fiction"
"0446608890","0446608890",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446608890","Fiction"
"0425188787","0425188787",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425188787","Fiction"
"0312983298","0312983298",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312983298","Fiction"
"0553275852","0553275852",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553275852","Fiction"
"0743437640","0743437640",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743437640","Fiction"
"1551668912","1551668912",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1551668912",NA
"0380017601","0380017601",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380017601","Fiction"
"042515601X","042515601X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:042515601X","Fiction"
"0140293442","0140293442",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140293442","Biography & Autobiography"
"0920668372","0920668372",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0920668372","Juvenile Fiction"
"0375703861","0375703861",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375703861","FICTION"
"0156011042","0156011042",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0156011042","Fiction"
"0060391448","0060391448",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060391448","Fiction"
"0451099648","0451099648",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451099648","Fiction"
"0671776975","0671776975",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671776975","Fiction"
"0440967694","0440967694",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440967694","Juvenile Fiction"
"0425152251","0425152251",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425152251","Fiction"
"0312924585","0312924585",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312924585","Fiction"
"0385479565","0385479565",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385479565","Health & Fitness"
"0140132708","0140132708",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140132708","Fiction"
"0312274920","0312274920",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312274920","Humor"
"0380791978","0380791978",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380791978",NA
"0345409671","0345409671",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345409671","Fiction"
"0553380958","0553380958",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553380958","Fiction"
"0380731800","0380731800",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380731800","Fiction"
"0380731797","0380731797",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380731797","Fiction"
"0312171838","0312171838",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312171838","Fiction"
"0743205413","0743205413",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743205413",NA
"0425162443","0425162443",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425162443","Fiction"
"0373711646","0373711646",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373711646","Fiction"
"0345423291","0345423291",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345423291","Fiction"
"0515132020","0515132020",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515132020","Fiction"
"0515131229","0515131229",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515131229","Fiction"
"0446679364","0446679364",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446679364",NA
"1570613818","1570613818",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1570613818","Literary Criticism"
"0312199430","0312199430",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312199430","Fiction"
"0330330373","0330330373",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0330330373","Fiction"
"0451183746","0451183746",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451183746","Fiction"
"038079487X","038079487X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:038079487X","Fiction"
"0684872153","0684872153",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0684872153","Biography & Autobiography"
"0060926317","0060926317",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060926317",NA
"0312421273","0312421273",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312421273","Fiction"
"0679454454","0679454454",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679454454","Fiction"
"0778320294","0778320294",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0778320294","Fiction"
"0380811081","0380811081",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380811081",NA
"0440241162","0440241162",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440241162","Fiction"
"0786866586","0786866586",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0786866586","Fiction"
"0061092029","0061092029",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061092029","Humor"
"3492045170","3492045170",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:3492045170",NA
"0679722645","0679722645",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679722645","Fiction"
"0156007754","0156007754",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0156007754","Fiction"
"031205436X","031205436X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:031205436X","Fiction"
"1573226521","1573226521",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1573226521","Fiction"
"1573226882","1573226882",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1573226882","Biography & Autobiography"
"1573228214","1573228214",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1573228214","Fiction"
"0316780812","0316780812",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316780812","Fiction"
"0515119784","0515119784",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515119784","Fiction"
"0811825558","0811825558",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0811825558","Reference"
"0380788691","0380788691",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380788691","Fiction"
"0064407675","0064407675",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0064407675","Juvenile Fiction"
"0767902890","0767902890",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0767902890","Fiction"
"0380977788","0380977788",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380977788","Juvenile Fiction"
"0441304834","0441304834",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441304834",NA
"0553571818","0553571818",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553571818","Fiction"
"0441790348","0441790348",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441790348",NA
"0553573403","0553573403",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553573403","Fiction"
"0553579908","0553579908",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553579908",NA
"0553280147","0553280147",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553280147","Fiction"
"0345391055","0345391055",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345391055","Fiction"
"0553243055","0553243055",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553243055","MiG (Fighter planes)"
"0312979479","0312979479",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312979479","Fiction"
"0375760911","0375760911",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375760911","Biography & Autobiography"
"068480087X","068480087X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:068480087X","Fiction"
"0743407067","0743407067",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743407067","Fiction"
"0515131083","0515131083",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515131083","Fiction"
"0743407083","0743407083",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743407083","Fiction"
"0380005239","0380005239",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380005239","Juvenile Nonfiction"
"0064401774","0064401774",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0064401774","Juvenile Fiction"
"0399142789","0399142789",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0399142789","Prayers"
"0375406530","0375406530",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375406530","Fiction"
"006000438X","006000438X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:006000438X","Fiction"
"0375412557","0375412557",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375412557","Fiction"
"0374129983","0374129983",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0374129983","Fiction"
"0394561619","0394561619",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0394561619",NA
"0385318782","0385318782",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385318782","Fiction"
"1931561648","1931561648",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1931561648","Fiction"
"0060517794","0060517794",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060517794","Fiction"
"0553296124","0553296124",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553296124","Fiction"
"0345413350","0345413350",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345413350","Fantasy fiction, American"
